period,source item,cost,source
2019-02,TMA,44,Swisscom
2019-05,DATAROBOT,8,Swisscom
2017-04,DNA,23831,Utilization
2017-07,DOCSEARCH,14814,Utilization
2019-03,OCR,6521,Utilization
2018-06,PYTHIA,5012,Utilization
2017-06,TMA,2639,Utilization
2019-05,SISLAB,7038,Group Technology Management
2019-08,SISLAB,170,Group Technology Management
2019-08,TMA,170,Group Technology Management
2019-02,DSW,170,Group Technology Management
2019-03,GEORE1,4,Azure
2019-05,SISLAB,0,Azure
2019-04,SISLAB,0,Azure
2019-03,SISLAB,0,Azure
2019-09,TMA,0,Azure
2019-06,SAMS,63,Swisscom
2019-05,PYTHIA,293,Swisscom
2019-01,PYTHIA,203,Swisscom
2019-09,PYTHIA,405,Swisscom
2019-09,TMA,17,Swisscom
2019-01,SISLAB,6,Swisscom
2019-05,DSW,321,Swisscom
2019-04,SISLAB,253,Swisscom
2019-09,DSW,407,Swisscom
2019-04,DSC,2119,Swisscom
2019-09,SISLAB,4686,Swisscom
2019-02,DSC,22,Swisscom
2019-08,DATAROBOT,112,Swisscom
2018-04,INSIGHTSRE,1955,Utilization
2019-01,GEORE1,4,Azure
2019-01,GEORE1,0,Azure
2019-06,SISLAB,1,Azure
2019-07,SISLAB,2,Azure
2019-01,SISLAB,0,Azure
2019-08,SISLAB,15,Azure
2019-08,TMA,586,Group Technology Management
2019-07,WATSONEXP,170,Group Technology Management
2019-05,INSIGHTSRE,13213,Group Technology Management
2019-03,DSW,3871,Group Technology Management
2019-08,DOCSEARCH,170,Group Technology Management
2019-05,DOCSEARCH,170,Group Technology Management
2017-11,OCR,13848,Utilization
2017-07,DNA,835,Utilization
2019-09,SISLAB,71,Swisscom
2019-04,DSW,24,Swisscom
2019-08,SISLAB,5339,Swisscom
2019-03,INSIGHTSRE,25,Swisscom
2019-09,SISLAB,4,Azure
2019-05,GEORE1,118,Azure
2019-02,SISLAB,28,Azure
2019-01,SISLAB,0,Azure
2019-08,PYTHIA,0,Azure
2019-08,SISLAB,2,Azure
2019-05,TMA,4,Azure
2019-05,DSC,1642,Group Technology Management
2019-06,TMA,1871,Group Technology Management
2019-07,INSIGHTSRE,13540,Group Technology Management
2019-06,DSW,835,Utilization
2019-01,SISLAB,0,Azure
2019-02,TMA,4,Azure
2019-01,GEORE1,6,Azure
2019-08,SISLAB,23,Azure
2019-08,GEORE1,0,Azure
2019-05,SISLAB,2,Azure
2019-04,GEORE1,0,Azure
2019-01,SISLAB,2176,Swisscom
2019-07,DSW,1600,Swisscom
2019-09,DSW,13,Swisscom
2019-09,INSIGHTSRE,107,Swisscom
2019-03,TMA,20,Swisscom
2019-05,GEORE1,0,Azure
2019-04,GEORE1,3,Azure
2019-03,SISLAB,0,Azure
2019-08,SISLAB,0,Azure
2019-04,PYTHIA,167,Azure
2019-07,SISLAB,0,Azure
2018-12,PYTHIA,16547,Utilization
2019-07,INSIGHTSRE,170,Group Technology Management
2019-04,SISLAB,170,Group Technology Management
2019-06,TMA,43,Group Technology Management
2019-01,DSW,170,Group Technology Management
2019-09,DSW,170,Group Technology Management
2019-04,SISLAB,170,Group Technology Management
2019-01,SISLAB,170,Group Technology Management
2019-03,OCR,277,Group Technology Management
2019-07,PYTHIA,293,Swisscom
2019-03,SAMS,68,Swisscom
2019-05,PYTHIA,149,Swisscom
2018-02,DSW,9908,Utilization
2019-01,INSIGHTSRE,7608,Utilization
2018-04,DNA,3341,Utilization
2018-03,TMA,2639,Utilization
2019-01,SISLAB,0,Azure
2019-09,SISLAB,0,Azure
2019-05,GEORE1,1,Azure
2019-05,SISLAB,0,Azure
2019-06,SISLAB,1,Azure
2019-07,GEORE1,309,Azure
2019-05,SAMS,77,Group Technology Management
2019-09,DNA,458,Swisscom
2019-01,TMA,5,Swisscom
2019-05,SAMS,16,Swisscom
2019-01,DATAROBOT,1107,Swisscom
2019-01,TMA,25,Swisscom
2019-07,DNA,170,Group Technology Management
2019-05,SFILE,710,Group Technology Management
2019-06,LHTI,55,Group Technology Management
2019-08,OCR,170,Group Technology Management
2019-03,TMA,28,Group Technology Management
2019-05,INSIGHTSRE,170,Group Technology Management
2019-02,SFILE,170,Group Technology Management
2019-09,SFILE,24,Group Technology Management
2019-01,SISLAB,27,Group Technology Management
2017-12,TMA,3958,Utilization
2018-05,TMA,2639,Utilization
2017-12,DNA,1671,Utilization
2018-07,INSIGHTSRE,409,Utilization
2019-03,GEORE1,0,Azure
2019-02,GEORE1,8,Azure
2019-06,GEORE1,0,Azure
2019-04,SISLAB,377,Azure
2019-01,INSIGHTSRE,4061,Swisscom
2019-02,SISLAB,8,Swisscom
2019-02,PYTHIA,3,Swisscom
2019-05,TMA,411,Swisscom
2019-02,DSW,1,Swisscom
2019-07,DSW,2897,Swisscom
2019-06,DSW,24,Swisscom
2019-02,TMA,160,Group Technology Management
2019-08,DOCSEARCH,1633,Group Technology Management
2019-05,DSW,170,Group Technology Management
2019-05,SISLAB,0,Azure
2019-01,TMA,0,Azure
2019-04,SISLAB,0,Azure
2019-01,SISLAB,0,Azure
2019-04,GEORE1,3,Azure
2019-05,SISLAB,39,Azure
2017-02,TMA,2861,Utilization
2019-01,PYTHIA,2477,Utilization
2019-02,SAMS,41,Utilization
2019-05,SAMS,41,Utilization
2019-09,SISLAB,7917,Group Technology Management
2019-02,INSIGHTSRE,170,Group Technology Management
2019-05,INSIGHTSRE,170,Group Technology Management
2019-05,WATSONEXP,170,Group Technology Management
2019-03,TMA,170,Group Technology Management
2019-03,PYTHIA,170,Group Technology Management
2019-04,SISLAB,27,Group Technology Management
2019-08,GEORE1,20,Azure
2019-08,SISLAB,0,Azure
2019-06,SISLAB,0,Azure
2019-03,GEORE1,0,Azure
2019-07,SISLAB,0,Azure
2019-03,GEORE1,17,Azure
2019-04,GEORE1,0,Azure
2019-08,SISLAB,0,Azure
2019-06,DSW,19054,Utilization
2017-06,TMA,2861,Utilization
2019-02,OCR,409,Utilization
2019-09,OCR,409,Utilization
2019-08,TMA,71,Swisscom
2019-09,INSIGHTSRE,210,Swisscom
2019-07,PYTHIA,149,Swisscom
2019-05,DSC,2531,Swisscom
2019-05,INSIGHTSRE,28,Swisscom
2019-07,DATAROBOT,411,Group Technology Management
2019-02,TMA,293,Group Technology Management
2019-02,LHTI,170,Group Technology Management
2019-02,OCR,550,Group Technology Management
2019-01,GEORE1,27,Azure
2019-02,GEORE1,0,Azure
2019-06,GEORE1,0,Azure
2019-09,TMA,0,Azure
2019-06,GEORE1,0,Azure
2019-01,SISLAB,0,Azure
2019-04,DSW,15624,Utilization
2018-08,OCR,7608,Utilization
2018-10,DNA,8353,Utilization
2017-04,TMA,5277,Utilization
2018-04,DSW,5512,Utilization
2017-08,DSW,0,Utilization
2019-09,DOCSEARCH,572,Utilization
2019-04,DSW,240,Utilization
2019-01,DSW,186,Swisscom
2019-06,DSC,3882,Swisscom
2019-02,SISLAB,4944,Swisscom
2019-05,GEORE1,0,Azure
2019-02,GEORE1,0,Azure
2019-03,SISLAB,0,Azure
2019-01,SISLAB,0,Azure
2019-03,SISLAB,4,Azure
2019-02,DOCSEARCH,170,Group Technology Management
2019-04,DOCSEARCH,630,Group Technology Management
2019-07,PYTHIA,170,Group Technology Management
2019-09,SISLAB,41,Group Digital & Information Services
2019-07,DOCSEARCH,19322,Utilization
2018-03,DSW,15871,Utilization
2019-08,OCR,5434,Utilization
2017-12,SAMS,644,Utilization
2019-06,DATAROBOT,574,Swisscom
2019-02,PYTHIA,779,Swisscom
2019-04,DATAROBOT,534,Swisscom
2019-03,INSIGHTSRE,2194,Swisscom
2017-02,DNA,22543,Utilization
2017-05,DNA,13687,Utilization
2018-12,INSIGHTSRE,5240,Utilization
2019-07,DSW,0,Utilization
2018-01,DOCSEARCH,0,Utilization
2019-06,PYTHIA,1671,Utilization
2019-05,SAMS,644,Utilization
2019-07,GEORE1,22,Azure
2019-02,SISLAB,0,Azure
2019-06,GEORE1,1,Azure
2019-03,SISLAB,1,Azure
2019-05,GEORE1,0,Azure
2019-07,SISLAB,0,Azure
2019-07,DSW,170,Group Technology Management
2019-04,DATAROBOT,631,Swisscom
2019-03,TMA,23,Swisscom
2019-03,SISLAB,1,Azure
2019-01,SISLAB,0,Azure
2019-08,SISLAB,15,Azure
2019-06,GEORE1,0,Azure
2019-05,SISLAB,389,Azure
2019-01,SISLAB,0,Azure
2019-09,SISLAB,0,Azure
2019-03,GEORE1,10,Azure
2018-10,OCR,1226,Utilization
2017-05,OCR,409,Utilization
2019-07,DATAROBOT,8,Swisscom
2019-09,SAMS,6,Swisscom
2019-09,SISLAB,11,Swisscom
2019-09,TMA,103,Swisscom
2019-09,PYTHIA,170,Group Technology Management
2019-08,SISLAB,14,Swisscom
2019-05,DATAROBOT,551,Swisscom
2019-04,PYTHIA,4,Swisscom
2019-05,DSW,377,Swisscom
2019-01,SISLAB,7,Swisscom
2019-02,SISLAB,0,Azure
2019-03,SISLAB,0,Azure
2019-09,SISLAB,0,Azure
2019-01,DOCSEARCH,12,Group Technology Management
2019-01,TMA,170,Group Technology Management
2019-05,SISLAB,170,Group Technology Management
2019-05,TMA,170,Group Technology Management
2019-04,INSIGHTSRE,8831,Group Technology Management
2018-10,DSW,26009,Utilization
2017-07,DNA,27761,Utilization
2019-03,DSW,5049,Utilization
2018-10,TMA,5277,Utilization
2019-03,DATAROBOT,47,Swisscom
2019-09,INSIGHTSRE,4144,Swisscom
2019-05,SISLAB,16,Swisscom
2019-01,DATAROBOT,957,Swisscom
2019-08,SISLAB,5474,Swisscom
2019-07,SISLAB,6,Swisscom
2019-04,TMA,411,Group Technology Management
2019-05,DOCSEARCH,170,Group Technology Management
2019-02,PYTHIA,103,Group Technology Management
2019-06,TMA,170,Group Technology Management
2019-09,OCR,170,Group Technology Management
2019-01,DSC,1,Group Technology Management
2017-12,DOCSEARCH,817,Utilization
2019-06,DOCSEARCH,572,Utilization
2019-09,TMA,1087,Utilization
2019-03,GEORE1,14,Azure
2019-02,SISLAB,317,Azure
2019-03,SISLAB,0,Azure
2019-01,SISLAB,1,Azure
2019-04,SISLAB,0,Azure
2019-03,DATAROBOT,170,Group Technology Management
2019-03,SISLAB,258,Group Digital & Information Services
2019-02,DSW,2,Swisscom
2019-08,SISLAB,2153,Swisscom
2019-07,PYTHIA,35,Swisscom
2019-04,SISLAB,6,Swisscom
2019-06,INSIGHTSRE,46,Swisscom
2019-01,SISLAB,0,Azure
2019-03,GEORE1,66,Azure
2019-08,SISLAB,58,Azure
2019-09,TMA,0,Azure
2018-06,TMA,6597,Utilization
2017-08,DNA,835,Utilization
2019-03,SISLAB,0,Azure
2019-07,GEORE1,189,Azure
2019-02,SISLAB,0,Azure
2019-04,SISLAB,0,Azure
2019-06,SISLAB,21,Azure
2019-09,SISLAB,0,Azure
2019-05,SISLAB,0,Azure
2019-03,OCR,187,Group Technology Management
2019-06,PYTHIA,170,Group Technology Management
2019-03,OCR,170,Group Technology Management
2019-04,DOCSEARCH,170,Group Technology Management
2019-04,DOCPROXY,2122,Group Technology Management
2017-05,DNA,29273,Utilization
2018-08,DOCSEARCH,817,Utilization
2018-12,DSW,1671,Utilization
2019-04,LHTI,282,Swisscom
2019-09,PYTHIA,322,Swisscom
2019-06,TMA,77,Swisscom
2019-09,INSIGHTSRE,6275,Group Technology Management
2019-01,SISLAB,5220,Group Technology Management
2019-07,PYTHIA,170,Group Technology Management
2019-08,SISLAB,710,Group Technology Management
2019-01,TMA,170,Group Technology Management
2019-01,TMA,170,Group Technology Management
2019-07,SISLAB,170,Group Technology Management
2019-08,SISLAB,170,Group Technology Management
2019-09,WATSONEXP,170,Group Technology Management
2019-01,DOCPROXY,187,Group Technology Management
2018-04,INSIGHTSRE,32588,Utilization
2018-12,PYTHIA,2933,Utilization
2018-09,OCR,1226,Utilization
2018-01,OCR,1022,Utilization
2017-06,DOCSEARCH,817,Utilization
2019-09,GEORE1,0,Azure
2019-06,PYTHIA,0,Azure
2019-01,DATAROBOT,1438,Swisscom
2019-07,SISLAB,16,Swisscom
2019-02,SISLAB,3,Swisscom
2019-07,INSIGHTSRE,49,Swisscom
2019-05,DSW,875,Swisscom
2019-09,INSIGHTSRE,903,Swisscom
2018-11,INSIGHTSRE,10024,Utilization
2019-08,PYTHIA,4764,Utilization
2019-05,DOCSEARCH,572,Utilization
2017-01,DSW,489,Utilization
2018-10,PYTHIA,489,Utilization
2019-05,SISLAB,0,Azure
2019-06,SISLAB,137,Azure
2019-06,SISLAB,0,Azure
2019-02,INSIGHTSRE,4028,Swisscom
2019-03,DATAROBOT,7,Swisscom
2019-05,DSW,1301,Swisscom
2019-06,SAMS,14,Swisscom
2019-06,TMA,20,Swisscom
2019-02,INSIGHTSRE,2346,Group Technology Management
2019-04,INSIGHTSRE,170,Group Technology Management
2019-05,SAMS,170,Group Technology Management
2019-01,LHTI,170,Group Technology Management
2019-07,PYTHIA,188,Group Technology Management
2019-03,DOCPROXY,187,Group Technology Management
2019-04,PYTHIA,13,Group Technology Management
2018-08,DSW,8860,Utilization
2017-08,DSW,2444,Utilization
2019-01,DSW,0,Utilization
2018-01,DOCSEARCH,1022,Utilization
2019-08,INSIGHTSRE,733,Utilization
2019-08,LHTI,170,Group Technology Management
2019-06,SAMS,75,Group Technology Management
2019-08,DATAROBOT,1,Swisscom
2019-07,SISLAB,5648,Swisscom
2019-04,DSW,1789,Swisscom
2019-01,SISLAB,0,Azure
2019-04,SISLAB,28,Azure
2019-02,SISLAB,0,Azure
2019-09,TMA,0,Azure
2019-09,TMA,0,Azure
2019-04,DSW,3929,Group Technology Management
2019-05,INSIGHTSRE,4926,Group Technology Management
2019-09,WATSONEXP,170,Group Technology Management
2019-03,DOCSEARCH,170,Group Technology Management
2019-02,OCR,170,Group Technology Management
2019-06,DNA,1231,Swisscom
2019-05,SAMS,65,Swisscom
2019-05,DATAROBOT,1625,Swisscom
2019-09,SISLAB,1123,Swisscom
2019-07,DATAROBOT,470,Swisscom
2019-03,GEORE1,14,Azure
2019-07,SISLAB,0,Azure
2019-07,GEORE1,0,Azure
2019-09,SISLAB,0,Azure
2019-08,GEORE1,64,Azure
2019-03,SISLAB,2,Azure
2019-09,SISLAB,0,Azure
2019-07,PYTHIA,0,Azure
2019-06,SISLAB,14,Azure
2019-09,GEORE1,0,Azure
2019-08,SISLAB,985,Azure
2018-12,DOCSEARCH,6441,Utilization
2019-09,INSIGHTSRE,733,Utilization
2018-03,INSIGHTSRE,409,Utilization
2019-07,SISLAB,229,Swisscom
2019-04,DOCSEARCH,170,Group Technology Management
2019-08,TMA,170,Group Technology Management
2019-01,DNA,265,Group Technology Management
2019-09,INSIGHTSRE,4434,Group Technology Management
2019-08,GEORE1,0,Azure
2019-07,SISLAB,0,Azure
2019-03,PYTHIA,0,Azure
2019-01,SISLAB,0,Azure
2017-10,TMA,34297,Utilization
2019-02,OCR,5434,Utilization
2019-02,DSW,0,Utilization
2018-06,DOCSEARCH,0,Utilization
2017-04,SAMS,204,Utilization
2019-02,DSW,11,Swisscom
2019-02,TMA,7,Swisscom
2019-04,DSW,60,Swisscom
2019-07,TMA,1,Swisscom
2019-02,INSIGHTSRE,0,Swisscom
2019-06,TMA,1333,Group Technology Management
2019-01,INSIGHTSRE,600,Group Technology Management
2019-08,SAMS,170,Group Technology Management
2019-05,DOCSEARCH,170,Group Technology Management
2019-03,PYTHIA,170,Group Technology Management
2019-09,SISLAB,18845,Group Technology Management
2019-02,SFILE,710,Group Technology Management
2019-03,SFILE,710,Group Technology Management
2019-07,SAMS,170,Group Technology Management
2019-02,WATSONEXP,170,Group Technology Management
2019-05,SISLAB,170,Group Technology Management
2019-06,OCR,550,Group Technology Management
2019-05,SAMS,550,Group Technology Management
2019-06,INSIGHTSRE,45,Group Technology Management
2019-08,DATAROBOT,8,Swisscom
2019-07,SISLAB,2571,Swisscom
2019-06,DSC,3,Swisscom
2019-04,PYTHIA,2,Swisscom
2019-07,SAMS,1,Swisscom
2019-03,DSW,32,Swisscom
2019-03,PYTHIA,40,Swisscom
2019-01,DSW,71,Swisscom
2019-08,DATAROBOT,40,Swisscom
2019-09,DSW,2933,Utilization
2018-05,TMA,6597,Utilization
2018-12,TMA,2639,Utilization
2019-03,SISLAB,0,Azure
2019-02,GEORE1,0,Azure
2019-01,TMA,0,Azure
2019-04,INSIGHTSRE,4848,Swisscom
2019-05,SISLAB,293,Swisscom
2019-08,DATAROBOT,141,Swisscom
2019-02,DSC,2286,Swisscom
2018-11,DSW,16101,Utilization
2019-02,TMA,4258,Utilization
2018-08,OCR,1226,Utilization
2019-06,WATSONEXP,170,Group Technology Management
2019-06,WATSONEXP,170,Group Technology Management
2019-06,TMA,170,Group Technology Management
2019-07,DOCSEARCH,170,Group Technology Management
2019-06,SAMS,170,Group Technology Management
2019-05,DOCSEARCH,550,Group Technology Management
2019-09,OCR,944,Group Technology Management
2019-09,PYTHIA,13,Group Technology Management
2019-07,DATAROBOT,1622,Group Technology Management
2019-09,GEORE1,1,Azure
2019-01,GEORE1,3,Azure
2019-05,GEORE1,78,Azure
2019-01,SISLAB,1,Azure
2019-04,GEORE1,1,Azure
2019-09,SISLAB,1,Azure
2019-03,PYTHIA,145,Azure
2019-01,GEORE1,0,Azure
2019-01,SISLAB,0,Azure
2019-04,PYTHIA,0,Azure
2019-02,SISLAB,1,Azure
2019-09,SISLAB,0,Azure
2019-05,SISLAB,23,Azure
2019-09,SISLAB,4,Azure
2019-08,GEORE1,3,Azure
2019-03,SISLAB,0,Azure
2018-08,DSW,4399,Utilization
2018-01,DSW,3115,Utilization
2018-08,DNA,1671,Utilization
2019-03,DSW,835,Utilization
2019-02,PYTHIA,1229,Group Technology Management
2019-03,SISLAB,9156,Group Technology Management
2019-08,DSC,4377,Group Technology Management
2019-09,SISLAB,1175,Swisscom
2019-08,DSW,23,Swisscom
2019-06,DATAROBOT,631,Swisscom
2019-04,DATAROBOT,455,Swisscom
2019-02,GEORE1,0,Azure
2019-01,SISLAB,0,Azure
2019-07,SISLAB,0,Azure
2019-05,SISLAB,510,Azure
2019-09,OCR,187,Group Technology Management
2019-04,SFILE,710,Group Technology Management
2019-02,DNA,170,Group Technology Management
2019-05,TMA,170,Group Technology Management
2019-06,WATSONEXP,170,Group Technology Management
2018-05,OCR,22171,Utilization
2018-03,INSIGHTSRE,5811,Utilization
2018-07,PYTHIA,1955,Utilization
2018-05,DNA,3341,Utilization
2019-06,INSIGHTSRE,690,Swisscom
2019-04,TMA,62,Swisscom
2019-02,DSC,1,Swisscom
2019-09,DSC,82,Swisscom
2019-01,TMA,1,Swisscom
2019-07,SAMS,78,Swisscom
2019-01,TMA,576,Swisscom
2019-01,SAMS,73,Swisscom
2019-02,PYTHIA,529,Swisscom
2019-09,DSC,6,Swisscom
2019-03,DSW,117,Swisscom
2019-03,DSW,1323,Swisscom
2018-11,OCR,1226,Utilization
2019-09,PYTHIA,1349,Group Technology Management
2019-03,TMA,160,Group Technology Management
2019-04,DNA,170,Group Technology Management
2019-07,VISREPBOXI,2146,Group Technology Management
2019-03,SAMS,79,Group Technology Management
2019-07,SISLAB,12,Azure
2019-09,TMA,0,Azure
2019-08,SISLAB,4,Azure
2019-03,DNA,170,Group Technology Management
2019-01,PYTHIA,170,Group Technology Management
2019-09,DOCPROXY,187,Group Technology Management
2019-01,DOCSEARCH,6791,Group Technology Management
2017-04,TMA,36391,Utilization
2018-01,DSW,15871,Utilization
2019-02,DNA,1671,Utilization
2019-04,DSW,835,Utilization
2019-03,GEORE1,0,Azure
2019-04,SISLAB,0,Azure
2019-03,GEORE1,42,Azure
2019-02,SISLAB,34,Azure
2019-09,TMA,0,Azure
2019-06,GEORE1,0,Azure
2019-05,PYTHIA,0,Azure
2019-08,GEORE1,0,Azure
2019-06,GEORE1,0,Azure
2019-09,PYTHIA,48,Swisscom
2019-07,DSW,321,Swisscom
2019-08,TMA,9596,Swisscom
2019-07,TMA,14,Swisscom
2019-06,DATAROBOT,447,Swisscom
2019-02,TMA,51,Swisscom
2017-02,DNA,8353,Utilization
2017-05,DNA,6682,Utilization
2019-02,GEORE1,37,Azure
2019-06,SISLAB,0,Azure
2019-05,SISLAB,6,Azure
2019-01,GEORE1,2,Azure
2019-09,PYTHIA,33,Azure
2019-01,SISLAB,346,Azure
2019-06,PYTHIA,1349,Group Technology Management
2019-03,SISLAB,5982,Group Technology Management
2019-07,TMA,1871,Group Technology Management
2019-03,TMA,170,Group Technology Management
2019-09,SAMS,170,Group Technology Management
2017-06,TMA,38645,Utilization
2019-07,INSIGHTSRE,20959,Utilization
2017-05,DOCSEARCH,2717,Utilization
2018-09,DOCSEARCH,0,Utilization
2019-05,SISLAB,0,Azure
2019-02,SISLAB,0,Azure
2019-08,SISLAB,5,Azure
2019-05,SISLAB,2,Azure
2019-02,OCR,170,Group Technology Management
2019-02,INSIGHTSRE,170,Group Technology Management
2019-05,SISLAB,27,Group Technology Management
2019-07,TMA,59,Group Technology Management
2019-09,DOCSEARCH,1633,Group Technology Management
2019-02,DSW,2,Swisscom
2019-02,DATAROBOT,484,Swisscom
2019-03,DSC,3960,Swisscom
2019-03,SISLAB,5459,Swisscom
2019-08,DATAROBOT,498,Swisscom
2019-06,DATAROBOT,534,Swisscom
2019-06,SISLAB,6,Swisscom
2019-02,GEORE1,0,Azure
2019-03,SISLAB,0,Azure
2019-02,SISLAB,1,Azure
2019-04,SISLAB,1,Azure
2019-08,SISLAB,0,Azure
2019-04,DSW,1048,Swisscom
2017-06,DNA,10024,Utilization
2019-06,DSW,2933,Utilization
2017-07,DSW,2444,Utilization
2019-06,TMA,2717,Utilization
2018-08,DSW,1671,Utilization
2018-05,SAMS,644,Utilization
2019-05,SFILE,170,Group Technology Management
2019-08,PYTHIA,188,Group Technology Management
2019-09,DSW,170,Group Technology Management
2019-03,INSIGHTSRE,9039,Group Technology Management
2019-01,OCR,550,Group Technology Management
2019-09,SAMS,550,Group Technology Management
2019-01,DOCPROXY,170,Group Technology Management
2019-07,DOCSEARCH,170,Group Technology Management
2019-05,GEORE1,66,Azure
2019-04,GEORE1,1,Azure
2019-03,SISLAB,0,Azure
2019-03,GEORE1,0,Azure
2019-05,SISLAB,0,Azure
2019-03,SISLAB,0,Azure
2019-03,DATAROBOT,10,Swisscom
2019-07,DSC,3599,Swisscom
2019-06,INSIGHTSRE,31,Swisscom
2019-07,DATAROBOT,652,Swisscom
2019-03,INSIGHTSRE,234,Swisscom
2019-01,SISLAB,22,Swisscom
2019-02,OCR,662,Swisscom
2019-01,DATAROBOT,337,Swisscom
2019-03,PYTHIA,195,Swisscom
2019-06,DSW,311,Swisscom
2019-05,GEORE1,0,Azure
2019-07,GEORE1,1,Azure
2019-01,TMA,13,Azure
2019-03,SISLAB,4,Azure
2019-09,SISLAB,10,Azure
2019-08,TMA,0,Azure
2019-05,TMA,0,Azure
2019-08,TMA,0,Azure
2019-08,SISLAB,10065,Group Technology Management
2019-08,TMA,32204,Utilization
2018-07,DOCSEARCH,817,Utilization
2019-03,PYTHIA,0,Azure
2019-05,SISLAB,22,Azure
2019-01,SISLAB,0,Azure
2019-02,GEORE1,0,Azure
2018-04,TMA,55069,Utilization
2017-01,DNA,8353,Utilization
2019-02,DOCSEARCH,615,Group Technology Management
2019-09,DNA,170,Group Technology Management
2019-02,OCR,170,Group Technology Management
2019-05,PYTHIA,188,Group Technology Management
2019-02,DOCPROXY,187,Group Technology Management
2019-02,INSIGHTSRE,554,Swisscom
2019-06,DATAROBOT,8,Swisscom
2019-09,PYTHIA,21,Swisscom
2019-03,SISLAB,6,Swisscom
2019-05,OCR,1014,Swisscom
2019-04,SISLAB,16,Swisscom
2019-09,TMA,0,Swisscom
2019-06,PYTHIA,193,Swisscom
2019-03,TMA,255,Swisscom
2019-08,SISLAB,0,Azure
2019-04,SISLAB,94,Azure
2019-01,OCR,170,Group Technology Management
2019-05,TMA,170,Group Technology Management
2019-09,DOCSEARCH,170,Group Technology Management
2019-06,PYTHIA,170,Group Technology Management
2019-07,DSW,170,Group Technology Management
2019-07,SFILE,170,Group Technology Management
2019-07,SISLAB,27,Group Technology Management
2019-08,SAMS,72,Group Technology Management
2018-03,INSIGHTSRE,36393,Utilization
2018-11,DSW,9336,Utilization
2017-08,TMA,2639,Utilization
2019-03,DOCSEARCH,572,Utilization
2019-01,DSW,244,Swisscom
2019-06,DSW,3926,Swisscom
2019-02,DSC,2235,Swisscom
2019-05,DSC,2231,Swisscom
2019-04,DSC,3404,Swisscom
2019-02,DATAROBOT,51,Swisscom
2019-01,SISLAB,522,Swisscom
2018-07,INSIGHTSRE,42365,Utilization
2018-12,PYTHIA,6097,Utilization
2019-03,SISLAB,0,Azure
2019-02,SISLAB,0,Azure
2019-02,SISLAB,1,Azure
2019-02,SISLAB,0,Azure
2019-06,TMA,469,Group Technology Management
2019-08,SISLAB,7800,Group Technology Management
2019-04,DOCPROXY,1008,Swisscom
2019-03,DATAROBOT,37,Swisscom
2019-04,SAMS,1,Swisscom
2019-05,DATAROBOT,44,Swisscom
2019-08,INSIGHTSRE,2808,Swisscom
2019-08,DSW,290,Swisscom
2019-09,SISLAB,0,Azure
2019-09,SISLAB,5,Azure
2019-06,SISLAB,11,Azure
2019-04,SISLAB,1,Azure
2019-01,TMA,8151,Utilization
2018-07,TMA,5277,Utilization
2017-07,DOCSEARCH,817,Utilization
2019-04,TMA,1871,Group Technology Management
2018-02,DSW,20769,Utilization
2019-01,DOCSEARCH,19000,Utilization
2019-02,DSW,3422,Utilization
2019-07,INSIGHTSRE,733,Utilization
2018-09,DSW,835,Utilization
2019-09,WATSONEXP,170,Group Technology Management
2019-06,OCR,170,Group Technology Management
2019-05,DNA,170,Group Technology Management
2019-01,DATAROBOT,2258,Group Technology Management
2019-05,TMA,8618,Swisscom
2019-07,SISLAB,0,Swisscom
2019-01,INSIGHTSRE,2259,Swisscom
2019-09,GEORE1,0,Azure
2019-04,SISLAB,46,Azure
2019-09,SISLAB,0,Azure
2019-06,GEORE1,0,Azure
2019-02,GEORE1,48,Azure
2019-03,PYTHIA,17,Azure
2019-01,SISLAB,5,Azure
2019-01,DSW,937,Swisscom
2019-01,SISLAB,0,Swisscom
2019-01,PYTHIA,18,Swisscom
2019-03,INSIGHTSRE,372,Swisscom
2019-04,PYTHIA,144,Swisscom
2019-04,TMA,12,Swisscom
2019-01,TMA,19,Swisscom
2019-05,GEORE1,0,Azure
2019-08,SISLAB,0,Azure
2017-02,DOCSEARCH,817,Utilization
2019-05,DNA,286,Utilization
2019-04,DOCSEARCH,170,Group Technology Management
2019-01,INSIGHTSRE,170,Group Technology Management
2019-07,DOCSEARCH,1633,Group Technology Management
2019-03,TMA,59,Group Technology Management
2019-06,TMA,154,Group Technology Management
2019-07,DATAROBOT,1625,Swisscom
2019-07,TMA,31,Swisscom
2019-02,TMA,19,Swisscom
2019-05,TMA,43,Group Technology Management
2019-09,INSIGHTSRE,89,Group Technology Management
2019-07,GEORE1,0,Azure
2019-08,SISLAB,0,Azure
2019-07,SISLAB,1,Azure
2019-06,GEORE1,0,Azure
2019-04,GEORE1,78,Azure
2017-02,TMA,20772,Utilization
2018-02,TMA,2639,Utilization
2019-09,DNA,1671,Utilization
2018-12,DSW,10384,Utilization
2018-04,TMA,2861,Utilization
2018-05,INSIGHTSRE,1955,Utilization
2018-02,DOCSEARCH,0,Utilization
2019-01,TMA,1350,Group Technology Management
2019-07,TMA,170,Group Technology Management
2019-07,OCR,550,Group Technology Management
2019-05,TMA,917,Group Technology Management
2019-09,SISLAB,7549,Group Technology Management
2019-06,GEORE1,19,Azure
2019-08,SISLAB,389,Azure
2019-03,GEORE1,0,Azure
2019-08,SISLAB,4,Azure
2019-09,PYTHIA,0,Azure
2019-07,TMA,9720,Swisscom
